k,depth,coarsenings_from_finest,threshold,threshold_num,threshold_den,node_count,high_node_count,high_mass,total_mass,tail_num,tail_den,tail_decimal,source,source_sha256,source_sha256_verified,source_sha256_kind
12,3,8,1/20,1,20,9,9,1373960412522506741,1373960412522506741,1,1,1,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,3,8,1/10,1,10,9,9,1373960412522506741,1373960412522506741,1,1,1,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,3,8,3/20,3,20,9,9,1373960412522506741,1373960412522506741,1,1,1,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,3,8,1/5,1,5,9,9,1373960412522506741,1373960412522506741,1,1,1,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,3,8,1/4,1,4,9,7,1216392934876534786,1373960412522506741,1216392934876534786,1373960412522506741,0.885318764493,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,3,8,3/10,3,10,9,7,1216392934876534786,1373960412522506741,1216392934876534786,1373960412522506741,0.885318764493,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,3,8,2/5,2,5,9,7,1216392934876534786,1373960412522506741,1216392934876534786,1373960412522506741,0.885318764493,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,4,7,1/20,1,20,27,27,1373960412522506741,1373960412522506741,1,1,1,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,4,7,1/10,1,10,27,27,1373960412522506741,1373960412522506741,1,1,1,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,4,7,3/20,3,20,27,27,1373960412522506741,1373960412522506741,1,1,1,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,4,7,1/5,1,5,27,24,1267201168033211573,1373960412522506741,1267201168033211573,1373960412522506741,0.922298165568,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,4,7,1/4,1,4,27,19,1104970116866536932,1373960412522506741,1104970116866536932,1373960412522506741,0.804222673955,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,4,7,3/10,3,10,27,19,1104970116866536932,1373960412522506741,1104970116866536932,1373960412522506741,0.804222673955,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,4,7,2/5,2,5,27,16,1032265016722746758,1373960412522506741,1032265016722746758,1373960412522506741,0.751306229288,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,5,6,1/20,1,20,81,81,1373960412522506741,1373960412522506741,1,1,1,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,5,6,1/10,1,10,81,80,1366371944597240689,1373960412522506741,1366371944597240689,1373960412522506741,0.99447693845,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,5,6,3/20,3,20,81,76,1325577702131628842,1373960412522506741,1325577702131628842,1373960412522506741,0.964785950199,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,5,6,1/5,1,5,81,61,1130715335748351534,1373960412522506741,1130715335748351534,1373960412522506741,0.822960636597,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,5,6,1/4,1,4,81,52,1027741602474811482,1373960412522506741,1027741602474811482,1373960412522506741,0.748013984324,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,5,6,3/10,3,10,81,45,950496984504933772,1373960412522506741,950496984504933772,1373960412522506741,0.691793574139,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,5,6,2/5,2,5,81,35,827985985541543653,1373960412522506741,827985985541543653,1373960412522506741,0.602627250389,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,6,5,1/20,1,20,243,237,1355587949660424455,1373960412522506741,1355587949660424455,1373960412522506741,0.98662809882,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,6,5,1/10,1,10,243,224,1311085306954010467,1373960412522506741,1311085306954010467,1373960412522506741,0.954238051551,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,6,5,3/20,3,20,243,195,1192492082204288202,1373960412522506741,1192492082204288202,1373960412522506741,0.867923174013,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,6,5,1/5,1,5,243,149,989948522703811686,1373960412522506741,989948522703811686,1373960412522506741,0.720507311332,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,6,5,1/4,1,4,243,131,895423990028770536,1373960412522506741,895423990028770536,1373960412522506741,0.651710181653,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,6,5,3/10,3,10,243,112,816380266971370938,1373960412522506741,816380266971370938,1373960412522506741,0.594180341392,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,6,5,2/5,2,5,243,73,639679787958193899,1373960412522506741,639679787958193899,1373960412522506741,0.465573667282,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,7,4,1/20,1,20,729,698,1337640625713465238,1373960412522506741,1337640625713465238,1373960412522506741,0.973565623523,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,7,4,1/10,1,10,729,640,1260567085340967217,1373960412522506741,1260567085340967217,1373960412522506741,0.91746972755,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,7,4,3/20,3,20,729,511,1078128243486749533,1373960412522506741,1078128243486749533,1373960412522506741,0.784686540937,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,7,4,1/5,1,5,729,391,886587732800185973,1373960412522506741,886587732800185973,1373960412522506741,0.645278950339,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,7,4,1/4,1,4,729,316,768088780228215123,1373960412522506741,768088780228215123,1373960412522506741,0.559032686261,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,7,4,3/10,3,10,729,249,655180235114412437,1373960412522506741,655180235114412437,1373960412522506741,0.476855249353,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,7,4,2/5,2,5,729,109,400879316498874951,1373960412522506741,400879316498874951,1373960412522506741,0.291769189887,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,8,3,1/20,1,20,2187,2079,1327883836440609610,1373960412522506741,1327883836440609610,1373960412522506741,0.966464407808,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,8,3,1/10,1,10,2187,1792,1198928724258175254,1373960412522506741,1198928724258175254,1373960412522506741,0.872607910192,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,8,3,3/20,3,20,2187,1313,950795532713068278,1373960412522506741,950795532713068278,1373960412522506741,0.692010864394,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,8,3,1/5,1,5,2187,962,762208677728711898,1373960412522506741,762208677728711898,1373960412522506741,0.554753012373,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,8,3,1/4,1,4,2187,700,618928714926674017,1373960412522506741,618928714926674017,1373960412522506741,0.450470558894,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,8,3,3/10,3,10,2187,469,485447120076167801,1373960412522506741,485447120076167801,1373960412522506741,0.353319583047,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,8,3,2/5,2,5,2187,142,227464184720498083,1373960412522506741,227464184720498083,1373960412522506741,0.165553667083,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,9,2,1/20,1,20,6561,6040,1295068595820127212,1373960412522506741,1295068595820127212,1373960412522506741,0.942580720679,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,9,2,1/10,1,10,6561,4611,1063463653902994587,1373960412522506741,28742260916297151,37134065203310993,0.774013315238,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,9,2,3/20,3,20,6561,3035,785477289008175613,1373960412522506741,785477289008175613,1373960412522506741,0.571688443022,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,9,2,1/5,1,5,6561,1978,582354601378232342,1373960412522506741,582354601378232342,1373960412522506741,0.423851077564,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,9,2,1/4,1,4,6561,1186,416330497978595739,1373960412522506741,416330497978595739,1373960412522506741,0.303014915265,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,9,2,3/10,3,10,6561,620,272139178051495756,1373960412522506741,272139178051495756,1373960412522506741,0.198069155102,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,9,2,2/5,2,5,6561,134,97555566389287341,1373960412522506741,97555566389287341,1373960412522506741,0.0710031857542,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,10,1,1/20,1,20,19683,16626,1206927229990182884,1373960412522506741,1206927229990182884,1373960412522506741,0.878429406692,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,10,1,1/10,1,10,19683,10702,876129969672354772,1373960412522506741,876129969672354772,1373960412522506741,0.637667549725,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,10,1,3/20,3,20,19683,5905,572716541321156133,1373960412522506741,572716541321156133,1373960412522506741,0.416836275704,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,10,1,1/5,1,5,19683,2908,353987721218126047,1373960412522506741,353987721218126047,1373960412522506741,0.257640407971,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,10,1,1/4,1,4,19683,1306,205740092356183582,1373960412522506741,205740092356183582,1373960412522506741,0.149742372838,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,10,1,3/10,3,10,19683,526,108520373220624568,1373960412522506741,108520373220624568,1373960412522506741,0.0789836244418,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,10,1,2/5,2,5,19683,27,14257411993291398,1373960412522506741,14257411993291398,1373960412522506741,0.01037687248,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,11,0,1/20,1,20,59049,45175,1118318149659208499,1373960412522506741,1118318149659208499,1373960412522506741,0.81393767933,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,11,0,1/10,1,10,59049,22914,681166867192803502,1373960412522506741,681166867192803502,1373960412522506741,0.495768918074,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,11,0,3/20,3,20,59049,9396,362265262071127272,1373960412522506741,362265262071127272,1373960412522506741,0.263664992651,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,11,0,1/5,1,5,59049,3324,173661711332393277,1373960412522506741,173661711332393277,1373960412522506741,0.126394989077,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,11,0,1/4,1,4,59049,1060,75777627807370999,1373960412522506741,75777627807370999,1373960412522506741,0.0551527009925,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,11,0,3/10,3,10,59049,279,30875705276607025,1373960412522506741,30875705276607025,1373960412522506741,0.0224720486815,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
12,11,0,2/5,2,5,59049,4,1017957649913605,1373960412522506741,1017957649913605,1373960412522506741,0.000740892998543,cert_k12.json,a6386bfc8d0410a3dd82a98d765690e53c620259e6b7c4a5359f150ce6d1459f,True,manifest
13,1,11,1/20,1,20,1,1,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,1,11,1/10,1,10,1,1,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,1,11,3/20,3,20,1,1,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,1,11,1/5,1,5,1,1,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,1,11,1/4,1,4,1,1,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,1,11,3/10,3,10,1,1,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,1,11,2/5,2,5,1,1,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,2,10,1/20,1,20,3,3,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,2,10,1/10,1,10,3,3,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,2,10,3/20,3,20,3,3,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,2,10,1/5,1,5,3,3,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,2,10,1/4,1,4,3,3,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,2,10,3/10,3,10,3,3,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,2,10,2/5,2,5,3,3,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,3,9,1/20,1,20,9,9,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,3,9,1/10,1,10,9,9,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,3,9,3/20,3,20,9,9,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,3,9,1/5,1,5,9,9,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,3,9,1/4,1,4,9,7,3969608789042225542,4475321486922343160,1984804394521112771,2237660743461171580,0.886999693908,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,3,9,3/10,3,10,9,7,3969608789042225542,4475321486922343160,1984804394521112771,2237660743461171580,0.886999693908,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,3,9,2/5,2,5,9,7,3969608789042225542,4475321486922343160,1984804394521112771,2237660743461171580,0.886999693908,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,4,8,1/20,1,20,27,27,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,4,8,1/10,1,10,27,27,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,4,8,3/20,3,20,27,27,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,4,8,1/5,1,5,27,25,4318948500253380147,4475321486922343160,4318948500253380147,4475321486922343160,0.965058826025,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,4,8,1/4,1,4,27,19,3609914313218217518,4475321486922343160,1804957156609108759,2237660743461171580,0.806626814133,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,4,8,3/10,3,10,27,19,3609914313218217518,4475321486922343160,1804957156609108759,2237660743461171580,0.806626814133,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,4,8,2/5,2,5,27,16,3377343074551819845,4475321486922343160,675468614910363969,895064297384468632,0.754659320994,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,5,7,1/20,1,20,81,81,4475321486922343160,4475321486922343160,1,1,1,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,5,7,1/10,1,10,81,80,4451163843597916287,4475321486922343160,4451163843597916287,4475321486922343160,0.994602031743,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,5,7,3/20,3,20,81,76,4320292464492640125,4475321486922343160,864058492898528025,895064297384468632,0.965359131655,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,5,7,1/5,1,5,81,66,3893800865613223454,4475321486922343160,1946900432806611727,2237660743461171580,0.87006059274,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,5,7,1/4,1,4,81,52,3360571385621649145,4475321486922343160,672114277124329829,895064297384468632,0.750911726776,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,5,7,3/10,3,10,81,50,3277147103776548778,4475321486922343160,1638573551888274389,2237660743461171580,0.732270768335,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,5,7,2/5,2,5,81,38,2861151086847194777,4475321486922343160,2861151086847194777,4475321486922343160,0.63931744238,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,6,6,1/20,1,20,243,239,4443474839390283381,4475321486922343160,4443474839390283381,4475321486922343160,0.992883941941,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,6,6,1/10,1,10,243,226,4290340433165051658,4475321486922343160,2145170216582525829,2237660743461171580,0.958666421106,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,6,6,3/20,3,20,243,199,3965542908359465352,4475321486922343160,495692863544933169,559415185865292895,0.886091182488,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,6,6,1/5,1,5,243,159,3389878762229756877,4475321486922343160,3389878762229756877,4475321486922343160,0.757460390753,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,6,6,1/4,1,4,243,137,3026063828933110821,4475321486922343160,3026063828933110821,4475321486922343160,0.676166804502,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,6,6,3/10,3,10,243,114,2694785158720365043,4475321486922343160,2694785158720365043,4475321486922343160,0.602143369274,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,6,6,2/5,2,5,243,87,2284924850372540441,4475321486922343160,2284924850372540441,4475321486922343160,0.510561052887,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,7,5,1/20,1,20,729,706,4394094284436341880,4475321486922343160,109852357110908547,111883037173058579,0.981849973745,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,7,5,1/10,1,10,729,647,4147806066172924799,4475321486922343160,4147806066172924799,4475321486922343160,0.926817453962,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,7,5,3/20,3,20,729,538,3656029609440901600,4475321486922343160,91400740236022540,111883037173058579,0.81693116799,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,7,5,1/5,1,5,729,403,2968565547318954242,4475321486922343160,1484282773659477121,2237660743461171580,0.663318949486,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,7,5,1/4,1,4,729,339,2633546808222771309,4475321486922343160,2633546808222771309,4475321486922343160,0.588459804713,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,7,5,3/10,3,10,729,267,2252298773298388928,4475321486922343160,281537346662298616,559415185865292895,0.503270833141,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
